1.0,1.0004900466138773,0.7847048923647698,-0.7847048923647698,1.047890822229276,-1.047890822229276,0.0,0.09791882609154427,-0.1385742207605796,0.1385742207605796,0.1385742207605796,-0.1385742207605796
1.0,1.0019547691981376,0.7826298665804452,-0.7826298665804452,1.0499658480136005,-1.0499658480136005,0.0,0.19475692760608515,-0.27619350386754316,0.27619350386754316,0.27619350386754316,-0.27619350386754316
1.0,1.0043780763850996,0.779187300112201,-0.779187300112201,1.0534084144818445,-1.0534084144818445,0.0,0.2894653206468625,-0.41193212490559283,0.41193212490559283,0.41193212490559283,-0.41193212490559283
1.0,1.0077336704891944,0.7744004034930823,-0.7744004034930823,1.0581953111009634,-1.0581953111009634,0.0,0.3810563690916233,-0.5449207746447596,0.5449207746447596,0.5449207746447596,-0.5449207746447596
1.0,1.011985792959105,0.768300698689429,-0.768300698689429,1.0642950159046167,-1.0642950159046167,0.0,0.4686293781248999,-0.6743699807599888,0.6743699807599888,0.6743699807599888,-0.6743699807599888
1.0,1.017090199557971,0.7609271245087061,-0.7609271245087061,1.0716685900853395,-1.0716685900853395,0.0,0.5513907571497982,-0.7995884216694013,0.7995884216694013,0.7995884216694013,-0.7995884216694013
1.0,1.0229953063062307,0.7523249878530727,-0.7523249878530727,1.080270726740973,-1.080270726740973,0.0,0.6286679233893268,-0.9199953652132287,0.9199953652132287,0.9199953652132287,-0.9199953652132287
1.0,1.0296434420432543,0.7425448209425711,-0.7425448209425711,1.0900508936514746,-1.0900508936514746,0.0,0.6999167363723573,-1.0351270528974106,1.0351270528974106,1.0351270528974106,-1.0351270528974106
1.0,1.0369721442470585,0.7316412036951956,-0.7316412036951956,1.10095451089885,-1.10095451089885,0.0,0.7647228137270832,-1.1446373807425752,1.1446373807425752,1.1446373807425752,-1.1446373807425752
1.0,1.044915440558439,0.7196716047713839,-0.7196716047713839,1.1129241098226617,-1.1129241098226617,0.0,0.8227975149441049,-1.2482936381979925,1.2482936381979925,1.2482936381979925,-1.2482936381979925
1.0,1.0534050678524667,0.7066952857499649,-0.7066952857499649,1.1259004288440808,-1.1259004288440808,0.0,0.8739696586052661,-1.3459683257255421,1.3459683257255421,1.3459683257255421,-1.3459683257255421
1.0,1.0623715920780863,0.6927723020430815,-0.6927723020430815,1.1398234125509643,-1.1398234125509643,0.0,0.918174157888553,-1.4376281782698423,1.4376281782698423,1.4376281782698423,-1.4376281782698423
1.0,1.071745403944449,0.6779626229105793,-0.6779626229105793,1.1546330916834664,-1.1546330916834664,0.0,0.955438740977338,-1.5233214977316756,1.5233214977316756,1.5233214977316756,-1.5233214977316756
